,Alc1,Alc2,Alc3,Alc4,Alc5,Alc6,Alc7,Alc8,Alc9,Alc10,Alc11,Alc12,Alc13,Alc14,Alc15,Alc16,Alc17,Alc18,Alc19,Alc20,Alc21,Alc22,Alc23,Alc24,Alc25,Alc26,Alc27,Alc28,Alc29,Alc30,Alc31,Alc32,Alc33A,Alc33B,Alc33C,Alc33D,Alc33E,Alc34,Alc35,Alc36,Alc37,Alc38,Alc39,Alc40,Alc41,Alc42,Alc43,Alc44,Alc45,Alc46,Alc47,Alc48,Alc49,Alc50,Alc51,Alc52,Alc53,Alc54,Alc55A,Alc55B,Alc55C,Alc55D,Alc56,Alc57,Alc58,Alc59,Alc60,Alc61,Alc62,Alc63,Alc64,Alc65,Alc66,Alc67,Alc68,Alc69,Alc70
685,B,D,A,C,C,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,C,C,C,C,C,C,C,C,C,B,C,A,A,,,,,C,A,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,B,C,B,G,,,C,D,C,B,B,A,C,C,A,A,A,A,A,C,A,A,A
688,B,A,C,C,C,B,C,C,D,C,C,D,D,C,C,D,C,C,C,C,D,D,C,C,A,C,C,C,C,C,D,F,,,,,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,D,A,I,,,,D,E,C,E,E,E,E,E,A,A,F,,E,A,E,E
689,A,C,B,B,B,B,B,B,B,B,B,A,,A,,A,B,D,C,B,B,B,B,B,B,B,B,B,A,B,B,A,A,,,,,B,B,C,D,D,B,A,B,C,D,C,D,D,C,C,D,D,E,D,A,I,,,,D,E,E,E,E,D,E,E,F,F,F,D,E,A,A,D
690,B,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,,E,E,E,E,A,A,A,A,E,E,E,E
691,B,C,A,D,D,D,A,A,A,A,A,A,A,A,A,A,C,A,C,A,A,B,A,A,A,B,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,C,C,D,D,A,B,A,I,A,,,,,A,E,E,E,E,E,A,A,A,D,E,F,F,E
692,B,C,A,C,B,A,C,D,D,D,D,A,A,A,C,D,A,B,B,B,D,C,B,C,C,C,D,C,B,C,B,A,A,,C,,,C,B,C,C,C,C,B,B,D,C,C,C,A,B,C,D,D,B,D,C,F,A,,,,D,A,D,D,D,C,C,A,C,A,C,B,B,A,D
693,B,C,A,C,B,B,B,C,C,C,C,C,C,C,C,C,C,B,C,B,B,C,C,C,C,C,C,C,B,B,C,A,,B,C,,,B,A,D,A,D,D,C,D,D,D,D,D,D,D,D,D,D,A,D,C,D,A,,,,C,C,C,C,B,C,C,A,A,C,B,D,E,E,E
694,A,D,B,C,,B,B,B,A,B,C,A,C,A,A,A,C,B,A,D,A,A,A,A,A,A,A,A,A,A,A,D,A,B,C,D,,C,D,D,F,B,B,B,B,D,D,C,C,C,C,A,A,A,A,D,D,H,,,,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D
695,A,D,A,B,C,B,C,B,D,D,D,D,D,B,B,D,C,C,B,C,B,C,C,C,C,C,C,B,C,B,B,A,A,B,C,,,C,C,C,C,A,C,B,C,B,C,C,D,D,D,B,B,C,A,B,D,H,A,,,,D,D,D,D,C,C,D,A,C,D,D,C,C,C,C
696,B,C,D,D,C,D,A,A,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D,A,D,D,D,D,C,C,B,,,,D,,C,B,A,B,D,D,C,D,D,D,D,C,D,C,D,D,D,A,D,A,G,A,,,,B,A,B,B,E,E,E,A,A,A,D,B,F,F,E
697,B,A,D,B,A,A,A,A,B,D,D,A,B,A,D,A,D,A,C,A,D,D,D,D,A,D,A,D,B,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
698,B,B,C,B,D,B,A,C,D,B,A,A,B,A,B,A,D,A,C,A,C,D,C,A,A,C,A,A,A,F,D,F,,,,,E,E,E,E,A,D,D,C,C,D,D,C,A,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,A,A,E,E,E,E
699,B,B,C,C,A,D,A,A,D,A,A,A,A,A,A,A,C,A,D,A,A,D,D,A,A,D,A,A,A,B,D,E,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,G,A,,,,E,*,E,E,E,E,E,A,A,F,,E,,,E
700,A,A,A,B,D,C,D,D,C,D,C,C,D,C,C,C,D,D,D,D,D,D,D,D,D,D,C,D,D,B,B,B,A,B,C,D,,C,A,A,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,B,A,,,,C,C,C,C,B,B,C,A,C,C,B,C,F,F,C
701,A,D,A,B,C,B,B,D,D,C,C,D,C,D,C,C,B,C,B,B,C,C,C,C,D,C,D,C,C,B,B,C,A,,C,,,C,D,D,C,B,C,B,C,D,D,D,D,D,D,D,C,C,A,D,B,H,A,,,,C,C,C,C,B,C,C,A,B,A,C,C,F,F,B
702,A,D,C,B,B,A,B,D,C,A,C,B,A,B,B,B,A,B,B,B,B,C,A,D,B,B,B,B,B,B,A,B,A,B,C,D,,C,D,D,F,A,D,A,A,D,D,A,C,D,A,D,A,A,B,B,C,B,A,,,,C,C,C,C,B,B,C,C,D,D,C,B,B,F,B
703,B,A,D,A,A,B,A,A,B,D,B,A,B,A,A,A,B,*,D,A,A,B,B,A,B,A,A,A,A,B,C,A,,,C,,,C,B,D,B,A,D,A,B,D,D,D,D,D,B,D,A,D,E,A,A,F,A,,,,A,A,A,A,A,A,A,A,B,B,A,A,F,F,A
704,A,C,A,B,A,A,B,C,D,A,A,B,B,C,B,C,C,A,A,B,C,B,A,C,A,B,A,C,D,B,A,B,,,C,,,C,D,C,C,B,D,A,A,D,D,A,B,D,A,D,C,D,A,A,D,C,A,,,,C,D,C,D,C,B,B,B,B,A,C,B,B,C,B
705,B,B,C,B,B,B,A,C,D,B,B,B,C,B,B,D,B,B,B,B,A,D,C,B,D,C,D,C,D,F,D,F,,,,,E,E,E,E,A,B,C,C,C,D,D,D,B,D,B,D,C,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
706,B,B,C,B,B,A,B,B,D,B,C,D,C,B,C,C,A,A,C,B,B,D,C,B,A,B,D,C,D,F,D,F,,,,,E,E,E,E,A,B,D,D,D,D,D,D,C,D,D,D,C,D,A,D,A,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
707,A,D,A,B,C,B,B,C,D,C,B,D,B,D,B,D,B,B,B,B,B,B,B,A,A,,A,B,B,B,B,*,,,C,,,C,D,D,B,D,D,C,D,D,D,D,D,D,D,D,D,D,A,C,D,E,A,,,,B,B,B,B,B,B,B,A,D,B,B,B,B,B,B
708,B,C,D,C,B,B,A,B,B,B,B,B,C,B,C,A,C,C,B,B,C,C,B,C,C,B,B,C,B,F,D,F,,,,,E,E,E,E,A,B,B,B,C,B,B,B,B,C,C,C,C,C,E,C,B,I,,B,,,A,A,A,B,B,E,E,A,A,F,A,E,E,E,E
712,A,C,A,C,C,C,C,D,D,C,D,D,C,D,C,D,C,B,B,A,A,B,C,A,B,C,B,C,A,B,B,A,A,,C,,,C,A,C,B,C,D,C,D,D,D,C,D,D,C,D,C,C,A,C,D,H,A,,,,D,A,C,D,D,D,C,A,B,A,C,D,F,F,D
713,A,C,B,B,B,B,B,B,B,B,C,B,B,B,B,B,C,B,C,B,B,C,B,C,C,B,B,C,C,B,A,C,A,,C,D,,B,D,C,E,A,C,B,C,C,B,C,C,B,C,B,C,B,A,B,B,H,A,,,,B,A,D,C,B,C,B,C,F,A,C,B,B,B,B
714,B,A,B,C,D,B,D,D,D,C,D,D,C,D,C,D,C,D,C,D,D,D,D,D,D,C,D,C,D,C,B,A,A,,C,,,B,B,D,C,B,D,C,D,D,D,C,D,D,C,D,D,D,E,D,C,G,,,,D,A,A,B,D,B,,B,A,A,C,B,D,F,F,E
715,A,D,C,B,C,D,D,C,C,D,A,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,,,,,A,A,A,A,A,B,A,C,C,B,A,D,C,C,B,D,C,A,D,B,C,,B,,,D,D,D,D,C,D,C,D,A,D,C,C,D,C,D
716,A,C,D,D,D,C,C,D,D,D,D,D,D,D,D,D,D,B,D,B,B,D,C,C,C,C,C,C,C,C,B,A,,,C,,,C,B,C,B,B,D,C,D,D,D,D,D,D,D,D,D,D,A,D,D,H,A,,,,D,E,D,D,A,D,D,A,A,D,C,D,F,F,B
717,A,D,A,A,C,A,C,D,D,D,C,D,C,D,A,C,D,A,C,C,D,D,D,C,A,A,A,C,D,B,B,E,A,,C,,,C,A,C,A,A,D,A,D,D,D,D,C,D,D,D,C,D,A,D,D,H,A,,,,D,D,C,D,C,C,C,A,A,A,C,C,C,F,C
718,A,C,C,B,C,B,B,C,C,C,C,D,C,C,C,D,C,B,C,B,B,C,D,C,D,C,A,B,C,B,B,C,,,C,,,C,D,D,C,C,D,B,D,D,D,D,D,D,D,D,C,D,A,C,B,H,A,,,,B,B,D,C,B,C,B,E,E,A,B,C,F,F,D
719,A,C,A,C,D,D,C,B,C,B,D,A,C,B,C,C,D,B,C,D,C,B,B,C,D,D,D,D,D,B,A,C,,B,,,,B,D,D,A,D,B,C,D,D,D,B,C,B,B,D,B,C,A,A,C,B,,,C,,B,B,E,E,D,C,C,A,C,C,C,E,A,C,E
720,A,D,A,C,B,B,A,D,D,C,D,B,B,C,C,D,D,B,D,B,C,C,C,C,C,C,C,C,B,B,B,C,,,,D,,C,D,D,B,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,B,C,A,,,,C,A,B,D,C,C,C,C,B,D,B,D,A,D,B
721,B,C,D,B,C,B,B,C,C,B,B,B,A,B,B,C,B,A,B,A,A,C,B,C,A,B,A,B,B,C,C,A,,,,D,,C,A,A,A,B,C,C,C,D,D,C,D,D,D,D,D,D,A,D,D,H,A,,,,D,A,D,D,D,D,D,A,A,F,D,E,F,F,E
722,A,C,B,D,,,B,B,,D,D,,,,D,D,D,,D,,B,D,D,D,,D,D,D,D,B,A,D,A,,C,D,,C,D,D,F,D,D,D,D,C,D,D,,,D,D,D,D,D,D,D,E,A,,,,D,D,D,D,D,D,D,A,F,C,B,D,D,D,D
723,A,C,B,B,C,C,C,C,D,C,C,D,B,D,C,D,C,A,B,A,A,A,B,B,A,B,B,B,A,B,B,C,A,,C,,,C,D,C,C,B,B,C,,B,C,C,D,D,C,D,B,D,E,B,C,B,,,,D,D,C,D,D,B,C,C,A,C,A,C,C,B,B,B
724,A,A,A,D,C,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,C,C,B,A,,C,,,C,B,D,A,D,D,C,D,D,D,D,D,D,C,D,D,D,B,D,D,G,,,,D,D,A,D,D,D,D,A,A,A,A,D,D,F,F,D
725,B,C,A,A,A,B,C,D,B,A,C,A,A,A,A,A,C,B,D,A,C,B,D,C,A,C,B,D,A,A,C,B,,,C,,,C,D,A,B,C,D,A,C,B,D,B,A,C,A,A,B,C,A,C,B,H,A,,,,C,E,B,D,A,E,B,,C,,B,E,C,A,E
726,A,C,C,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,C,B,,,C,,,C,C,D,B,A,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,G,A,,,,C,A,C,A,D,C,D,A,A,A,A,D,F,F,B
727,A,A,A,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,C,D,F,,B,,,,E,A,E,A,D,D,C,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,B,C,,E,E,E,E,A,A,F,B,E,E,E,E
728,A,D,A,C,B,C,B,A,B,B,C,B,C,B,C,D,C,A,C,A,A,D,B,B,C,A,D,B,B,B,B,C,A,,,,,C,B,C,B,B,B,A,B,D,C,B,C,C,D,D,B,D,A,C,B,C,A,,,,B,B,C,B,B,C,D,E,B,C,B,D,B,C,B
729,A,D,A,B,C,A,C,D,C,D,C,D,B,C,B,C,C,A,B,D,D,C,D,D,A,C,C,B,C,B,A,C,A,,C,,,C,B,D,B,B,D,A,D,D,D,C,D,D,C,D,D,B,A,B,C,H,A,,,,C,A,D,C,A,C,C,A,C,A,D,C,D,D,C
730,B,A,A,D,B,B,D,A,B,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,D,F,,,,,E,E,E,E,F,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,C,E,E,E,E,E,F,A,F,C,D,C,C,C
731,A,C,B,A,C,A,C,B,B,C,B,B,B,A,B,C,A,C,A,C,B,B,C,B,B,B,A,B,C,B,B,E,,B,C,,,C,D,D,C,B,C,A,C,B,B,C,C,B,C,A,C,D,A,D,D,H,A,,,,D,E,D,D,D,C,D,E,F,C,D,C,F,F,D
738,A,D,D,C,C,C,B,B,C,C,C,C,B,C,C,D,C,C,C,B,C,C,C,C,C,C,C,C,C,B,B,C,,,C,,,B,D,D,F,C,C,C,C,D,C,B,B,B,C,D,C,B,A,A,B,B,,B,,,C,D,D,D,D,C,D,E,D,E,D,D,E,D,C
739,B,A,A,D,B,D,A,D,D,D,A,B,C,B,D,D,D,B,C,A,C,D,C,D,B,C,B,B,A,F,D,A,,B,,,,E,A,E,A,D,D,D,C,D,D,C,C,D,C,C,D,D,A,D,D,I,A,,,,E,B,E,E,E,E,E,A,A,F,D,E,E,E,E
740,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,B,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,F,F,E
741,B,B,D,D,A,C,A,A,B,C,A,A,C,B,B,A,D,D,D,D,D,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,,,,D,E,E,E,E,E,E,E,A,A,F,B,E,E,E,E
742,B,B,D,C,A,A,A,B,D,B,B,B,B,A,B,A,D,A,D,A,B,D,D,D,A,D,D,D,D,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,C,E
745,B,A,D,C,B,B,B,B,D,D,B,B,C,C,B,B,D,A,C,A,A,D,D,D,A,D,C,D,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,A,D,I,A,,,,E,E,E,E,E,E,E,A,A,A,B,B,F,F,E
746,A,C,C,B,C,B,C,D,D,B,C,D,C,D,C,B,B,C,B,C,D,D,B,C,D,D,D,C,B,B,A,D,,,,D,,B,B,B,C,A,D,A,B,D,D,B,,,C,D,B,B,B,,,D,,,,D,B,,,,,,,A,C,C,C,C,B,C,D
747,B,C,D,B,B,B,B,B,B,B,B,C,B,C,B,B,B,B,B,B,B,B,B,B,A,B,A,B,A,B,C,A,A,B,C,,,A,C,D,C,C,B,B,B,B,B,B,B,B,B,B,B,B,E,C,A,F,,,,D,C,D,C,C,C,C,C,A,E,D,C,D,D,D,D
748,A,C,B,D,C,D,C,C,C,D,D,C,D,C,D,D,D,B,D,A,C,C,D,D,D,D,C,D,D,B,B,B,A,,C,D,,C,C,D,F,D,D,D,C,C,D,D,D,D,D,D,C,D,A,C,D,D,A,,,,C,D,C,C,C,C,B,D,C,D,C,B,C,D,D
751,B,C,A,C,C,C,C,B,D,D,C,C,C,C,C,C,D,C,D,C,B,D,D,D,D,D,D,D,D,F,D,F,,,,,E,E,E,E,B,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,C,E,E,E,E,E,A,B,F,B,E,E,E,E
752,B,D,D,D,A,D,A,A,D,D,B,A,D,C,C,A,C,A,C,A,A,D,C,B,B,C,C,B,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,B,E,E,E,E,E,A,A,F,A,E,E,E,E
753,A,D,C,C,B,C,B,B,D,B,B,D,B,D,B,C,B,B,D,B,A,D,B,B,C,B,A,A,D,A,B,A,,,C,,,B,D,B,A,D,D,D,D,D,D,B,D,D,D,D,D,D,A,D,D,G,A,,,,D,D,D,D,D,D,D,B,C,E,B,D,C,E,C
754,A,C,A,B,B,B,B,C,B,B,B,B,B,B,B,B,B,B,B,B,C,B,B,B,B,B,A,B,B,A,A,D,,,,D,,C,D,D,C,B,B,B,B,B,B,B,B,B,B,B,B,B,A,C,C,A,,,,D,C,A,B,B,B,B,B,B,B,D,D,D,D,D,D
755,A,D,A,D,B,C,A,C,D,B,C,D,A,A,D,D,A,B,B,C,D,D,A,B,A,C,D,D,D,B,B,*,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,B,E,E,E,E
756,B,D,A,D,A,D,A,B,D,A,D,D,D,D,B,A,A,D,A,D,D,A,D,A,D,A,A,D,D,B,C,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,B,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,A,E,E,E,E
757,B,B,D,B,A,B,B,A,C,B,B,B,B,B,B,B,B,A,C,A,B,B,B,A,A,A,B,B,C,F,D,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,A,I,A,,,,E,A,E,E,E,E,E,A,A,A,D,E,E,E,E
758,B,A,D,C,A,A,A,A,D,D,A,A,D,A,D,D,D,A,D,A,A,D,A,A,A,A,A,A,A,B,C,F,,,,,E,E,E,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,B,D,A,I,A,,,,E,*,E,E,E,E,E,A,A,A,A,E,E,E,E
759,B,A,C,A,A,C,A,B,D,B,C,A,C,A,D,A,D,A,D,A,D,D,D,D,A,D,A,D,A,C,D,F,A,,,,,C,A,E,A,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,I,A,,,,E,A,E,E,E,E,E,A,A,F,D,E,F,F,E
